relative_time,LinearAccelerometerSensor
0,0.4594347752716177
77,0.19916025873839796
118,0.16840471201590962
196,0.042691708567091056
235,0.037394250524505804
316,0.052932011282328155
355,0.05992968611554982
434,0.06611855681654653
478,0.08364813886909624
555,0.1263447931837729
594,0.12232782667681318
680,0.09784985900583913
713,0.0691208795057492
795,0.5714989952986356
833,0.6165901625276913
913,0.790023935595197
952,0.9299573106094544
1032,6.7257832464569
1072,7.798145259516867
1151,9.412826114998163
1192,10.014856746447023
1279,6.882403462235572
1311,7.46400818272967
1411,2.8748868837079855
1431,2.5261157677127954
1528,1.0995524037646285
1550,1.0355541112439022
1640,0.9916052724495733
1676,1.2698497666086979
1748,3.964974116545157
1789,3.9355490559082047
1868,3.8971940926330957
1908,3.9190595635367456
1988,12.778248926589386
2040,12.780354587369876
2110,5.568236404179696
2155,6.213168759492659
2230,9.701105617160989
2266,10.409700022249568
2357,12.13999279443065
2395,12.082533886651024
2467,2.1714753805579146
2505,2.110181414140959
2584,1.896691480931277
2630,2.2116399397261626
2704,0.964207613269791
2744,1.0674243580375313
2823,1.007476987362946
2864,1.0087102395769403
2944,1.043763104659178
2983,1.069827060182072
3075,0.8985679863420444
3112,0.9371933117540354
3185,0.5864103570921847
3224,0.595954966856733
3315,0.8457678578470679
3348,0.8775484235286761
3424,0.5291443214304289
3464,0.47019744555648757
3562,0.7107773065866434
3584,1.4596628758765355
3663,1.7684694182189464
3707,3.9089275491303987
3779,3.3152038766989262
3819,3.8801069754178217
3898,1.1146741218074225
3938,1.2151171508479044
4017,1.150921891598871
4057,1.1684539705611816
4137,0.9191609209756658
4186,0.9471822485657054
4260,1.0293083407434804
4299,0.8561378892888234
4380,21.882184924953076
4415,23.41461903951514
4507,15.95895700588921
4535,19.11221344797246
4615,42.754400015707446
4656,44.88463945911786
4734,63.26211516258171
4773,61.12119148730762
4853,19.417997431959304
4896,19.661331660049996
4974,3.1422931549049182
5014,3.0682191968496957
5116,2.2666754030545486
5132,2.229517317908904
5213,2.262398783911954
5254,2.3464934504946124
5331,1.2101993402895677
5371,1.4487911117816097
5450,1.330420003413504
5490,1.343129924269889
5569,1.2704562529321184
5610,1.2347266746491257
5692,1.207158004870464
5733,1.2609561942415293
5826,1.1034827843564636
5852,1.0914081024612947
5933,3.653172559077784
5971,5.324422405599228
6056,14.876276041643873
6091,18.573962849840786
6166,64.685824253657
6206,67.64804006191717
6288,15.410635488428975
6328,15.234155647459286
6406,4.656702826069874
6448,4.435015990562813
6525,4.24011089719741
6564,4.028322088067791
6645,4.373760156698718
6685,4.139763508551941
6763,3.897260530270988
6804,3.691282369159752
6883,3.978811770818642
6925,3.8373844191451356
7006,3.9328952081930595
7046,3.8113293961224435
7125,3.7020661333092777
7176,3.4766111906263797
7248,7.598029543769756
7283,10.530267233795005
7364,18.109373314818733
7400,18.579916236450465
7480,64.64436590275095
7520,66.56033960695926
7600,13.349440064992544
7640,13.387787312363972
7719,6.461626193740005
7759,6.176463138351435
7839,5.48318094584814
7880,5.227139063396528
7958,5.4531570040138035
8002,5.293119736661061
8081,4.5269839495186215
8117,4.386810274604542
8201,4.772155089986165
8239,4.653213432501575
8321,6.189929215576512
8359,5.9689372567566545
8435,7.261125118621855
8475,7.863713001994311
8555,0.9052234294292502
8598,2.684247821464127
8674,6.877788463715014
8714,5.320055626313077
8799,46.70544595270047
8840,47.043156715403356
8914,30.844753260659058
8953,30.86871891765493
9032,4.4031103324781204
9081,4.266053118897705
9152,4.514680440245916
9192,4.280219406493622
9271,4.327188438690364
9315,4.2678646035137735
9391,3.8634496021520897
9433,3.7978033492857675
9510,3.40948514681757
9550,3.363229926201749
9630,3.7563025599402886
9681,3.6910964755108098
9752,30.513386774675432
9793,32.32731315437845
9876,16.995057228937
9908,17.47834789857645
9989,3.6504585500635973
10027,3.847952677350503
10107,4.398585803172549
10160,4.444937048209887
10226,4.131400258250473
10267,4.233877680666241
10347,3.0724791824219113
10386,2.975935421868532
10469,3.814203100804866
10505,3.973543171259412
10590,3.8064687581455705
10629,4.931830325868803
10709,46.56743105181587
10744,47.57989272167656
10824,6.762801288091129
10865,6.954916596779868
10943,3.121770945238246
10983,3.1262293114296016
11067,3.5258775200475916
11103,3.63384128892864
11184,3.268164564408615
11221,3.280470837317373
11301,3.373621906507368
11341,3.8372432560725693
11421,1.8515098338946365
11461,2.00111131786821
11540,1.0320751472510925
11581,1.7573963266021932
11660,1.0198378996975677
11708,2.1487413226224814
11786,4.183994477044102
11818,3.0490000039135365
11898,9.170214111091502
11938,9.048963658128638
12025,11.092354528209608
12063,10.416051332736938
12137,44.218153706226815
12177,50.010472536072385
12257,40.69424537259921
12302,36.03010656522629
12377,40.43449171335269
12416,43.64429893011872
12496,39.439949842192846
12536,38.03947406200646
12615,5.65024429063233
12655,5.292938119722257
12746,8.4839073881268
12775,8.597482321616475
12854,6.4266716708299665
12893,6.495019031288274
12973,6.022208755184066
13012,5.981240509886672
13092,5.369228369258473
13133,5.126323249998634
13212,7.187745197923577
13252,6.936150496912557
13354,3.078678759030593
13371,3.0325066232884117
13453,5.5369683141754225
13490,5.492681662846048
13570,7.3351873597267385
13610,6.949562926236632
13689,5.2861078255748355
13729,5.142755594461992
13809,4.205426008165671
13849,4.204272258983846
13937,4.633634600461683
13971,4.552766214764254
14054,4.517215435478736
14087,4.406091998358415
14168,4.374993242531054
14207,4.2632902693692385
14288,3.5075535328179237
14326,3.444393528456008
14406,3.5883928257932673
14446,3.551449283753843
14525,4.0199926943736335
14570,3.9200065386970637
14645,4.67465872105389
14684,4.712216736554636
14767,4.288199249278614
14804,4.367274629819007
14883,13.650801839787311
14925,13.20236742001843
15003,43.65542232572604
15050,43.51437385993133
15123,3.0908146043094997
15162,3.4154884974224977
15242,4.78525530031414
15284,4.741382209992195
15361,3.8264591251364926
15401,3.770662602446262
15484,3.2140891393467146
15521,3.0912692209549366
15601,2.746063796594952
15640,2.6160412456049036
15741,2.792031126761515
15761,2.5855855558216185
15848,2.124347698847664
15879,2.0782939870862913
15958,1.1321468107370227
16018,1.068746325837897
16079,2.378734062490229
16138,2.3211800850983697
16197,2.2837222563964192
16237,2.209049132837263
16319,3.3307058151098605
16357,3.6270506747618017
16443,2.072924308826666
16476,2.3809576100337417
16556,3.4194932426099167
16595,3.320229921997017
16675,2.0096673969253342
16718,1.9722445521038263
16795,1.7500059263946457
16834,1.7126129864919437
16914,2.110008427209884
16956,2.049453625323958
17039,1.5347234295379508
17073,1.482657472889569
17152,1.7320998106426546
17192,1.6921509827735783
17272,1.6705546646924878
17312,1.6370224409202263
17391,1.7460557903626912
17431,1.7022059349377012
17511,1.8371305444606099
17550,1.7847704981877004
17630,1.3371715088788758
17680,1.2313630744403845
17752,1.2857477282155985
17789,1.2094574774481528
17870,1.3802408130590822
17909,1.3612906452202485
17988,2.342409080931253
18035,2.60092127690314
18108,1.8900018090537158
18148,1.8555908162972934
18227,1.4584123135932547
18268,1.426440945948283
18346,1.306408460943922
18386,1.304000628000237
18469,1.0768264469087323
