relative_time,LinearAccelerometerSensor
18506,1.076077327278924
18598,1.0795120494182417
18625,1.0931991279816315
18704,1.0657092600871603
18744,1.092473074888942
18824,1.147339016544719
18864,1.135361638033469
18944,0.9766776665490168
18986,1.2265473869024384
19063,3.9093948522318307
19105,4.504690904248844
19182,4.376885797884122
19222,4.2734174152578746
19302,3.5826592513664157
19342,3.5220152697516474
19421,1.0204740527833986
19461,1.4660249957286526
19541,1.0413961377121506
19580,1.7682387998278266
19660,0.54076569771523
19703,1.2083884697973615
19779,1.4662102187695971
19822,1.3249250570731732
19899,0.4131731162278894
19939,0.5535834702267588
20024,1.6781452284291682
20058,1.584360174527299
20138,1.942837653743542
20178,2.1396179057754314
20262,1.823149079538792
20297,2.0285090807231234
20377,2.7470925306824574
20416,3.041215227322612
20496,1.092544327105062
20536,1.5623564844979234
20616,4.688670304754278
20655,5.324723486369863
20737,13.098491529434972
20775,13.344459532694705
20854,3.1483896408040515
20894,2.8593341428412105
20973,2.944119239538143
21016,2.7751414048192107
21094,1.505529622389886
21133,1.360867393606244
21212,0.1604949057248158
21272,0.8638056892516797
21332,0.9657863074816577
21371,1.2659746793712756
21458,5.38582656254737
21493,5.522406626197347
21571,4.42279539201056
21616,5.192429372117047
21690,10.82516214368227
21731,10.547882981346712
21809,2.2615752759369405
21849,2.2091761606137856
21936,1.8704903730742775
21969,1.738085789353081
22049,1.2682362686156814
22089,1.4556342988558684
22172,1.2249831217945988
22208,1.3186900536530388
22289,1.3163049132511235
22328,1.3472348203867477
22406,1.3300390475858321
22446,1.392483059285255
22526,0.6182555120479257
22565,1.2374925478315904
22646,2.9082569043046296
22689,3.1781277966932446
22765,0.5866479762398193
22804,0.6187619275571439
22884,1.4803978090224175
22925,1.439777974257865
23010,1.8105342333701062
23044,2.019757079257356
23124,1.7555678892641287
23164,2.077845045463926
23242,3.260228128232765
23282,4.363626574014028
23363,3.8124798633481407
23401,5.469104515573871
23481,10.318946257029772
23528,8.441759630791587
23600,56.432008055740184
23640,56.43334702328048
23721,36.88010921966863
23762,37.524895707404205
23848,4.154834477585457
23880,4.0838750882077655
23966,3.3334428451350755
24005,3.3906193746353104
24078,3.5379328324760233
24123,3.745365839814297
24201,2.9578696590488693
24254,3.137730265522715
24317,2.4925150401925236
24373,2.5034803007374395
24436,2.5233710785146193
24486,2.4531599880566195
24556,2.6805219324228995
24596,2.4049417481535222
24680,2.287462736566259
24722,1.9621554539969621
24795,1.9370779377624283
24835,1.442244701966255
24914,4.404745074894198
24954,4.126193711926264
25034,7.8552694044043765
25074,9.279614031427473
25156,7.363928291365356
25193,8.648417651145921
25273,6.224699155592719
25312,6.724620436837402
25392,11.316230285350937
25431,8.564744641204603
25511,33.26983739181971
25551,33.75272883933331
25632,64.2718568428768
25672,60.571222927022035
25750,48.30464390767077
25789,47.51736421923832
25874,8.42954676159739
25912,8.372269370318879
25994,8.247473589995653
26029,8.068271670653191
26108,5.803279002441274
26148,5.742460200263588
26229,5.934130545789556
26271,5.855246592475112
26347,5.790150652096593
26405,5.717261282170294
26468,4.202386613958053
26507,4.13593738009716
26587,4.264123226081422
26626,4.1947753107689705
26706,4.598126461126819
26745,4.564095832052627
26825,4.372682229940017
26864,4.322615549408515
26945,4.689381743066153
26990,4.637816327352225
27063,4.37782545133689
27116,4.38311081141372
27183,4.016907246034216
27224,3.912173974831716
27303,3.757869981734544
27342,3.795355096219125
27430,8.15669336977403
27461,7.945184307133246
27541,12.678977471648198
27581,12.520678087098245
27660,11.455123914284016
27702,12.179750140153224
27780,8.192180664245909
27831,7.1037962100036145
27900,13.115226085486956
27941,11.477980389139745
28019,52.251499866331585
28058,60.7992703042664
28141,56.673438770815515
28178,56.37970938963215
28261,11.50854639016798
28297,12.825010565145503
28377,7.7865670663307585
28417,7.743821665483807
28497,8.34295947726917
28538,8.198069033404442
28616,7.830462261015719
28668,7.835123980234425
28735,5.17169650135702
28775,5.209685167988614
28855,4.648992630323976
28895,4.552770404190341
28980,5.071891080462994
29015,4.870537500504769
29095,4.997462200806158
29133,4.636742197313293
29213,3.357350719822997
29256,3.085984628051921
29334,3.9135871035053804
29373,3.789947343525925
29452,3.9191062850459066
29496,3.775482318709969
29594,4.195288404114927
29611,4.159426515003699
29694,3.763472959114926
29731,3.6850734420766345
29811,3.7487804973057544
29850,3.618519218609902
29929,4.097874085606386
29977,3.966736169948788
30048,3.60054117479634
30093,3.524823036892242
30168,3.2193007507234235
30208,3.101607238293128
30287,3.2658159848085226
30327,3.183330876081494
30418,3.419288110314112
30447,3.3036848129786622
30526,3.2156152367327793
30566,3.1679100473329673
30646,2.463594969696345
30686,2.411320385100925
30766,2.9861757926934183
30816,3.160045041837675
30885,3.284697692292022
30924,3.2307207039273247
31004,2.8475685053782755
31044,3.6834888948987987
31135,2.242345186331013
31163,3.1139710163588
31243,6.01069514413455
31283,5.333407918090642
31362,9.458657907526897
31402,9.072650565366772
31482,42.611096751975886
31521,42.312815903085884
31602,51.5637428827478
31642,50.962146548780446
31721,25.2955793174976
31760,24.866972735092073
31842,9.988057062037226
31880,9.982602053072135
31964,5.646548555498271
31999,5.7786955267574704
32080,2.6187435250213618
32119,2.921284498632107
32198,1.2778289526675277
32238,1.3232670067293024
32318,2.307607475579965
32378,2.2502927589689556
32437,2.4143048507370564
32478,2.3805903845303704
32557,2.2320511477567875
32606,2.130567326099431
32677,1.8470610936319916
32720,1.860390009445238
32795,2.6420464837304403
32835,2.612884172000179
32915,2.0896728445742587
32961,2.0677263337576126
33034,1.6759361782349727
33087,1.648447551967834
33154,1.8463011080745324
33193,1.8112203750662297
33276,1.7616957432498574
33313,1.7308711494694438
33394,1.7245273246558017
33432,1.6986036568567602
33512,1.7462127440184476
33552,1.718817137360624
33631,1.6114548511956568
33671,1.4364165493884193
33751,1.1714654842734873
33793,1.044248902557505
33871,0.9920828456201894
33911,0.9775889381085648
33989,0.9300890784517823
34029,0.9151924843345337
34112,1.0791695551790639
34149,1.0608286334041297
34229,0.999080831570131
34268,0.9866700136980645
34352,0.6866106002411595
34387,0.6535426561199947
34468,0.9656229000624258
34507,0.9305148250212624
34589,0.9880116815030884
34627,0.9670345746302318
34706,1.0568065689284152
34745,1.0382935970309934
34830,0.7928890319742062
34865,0.7838558986978416
34951,0.6427935671023335
34984,0.6313986348328017
35066,0.8064643722724594
35104,0.7951626424744236
35183,0.6813746373314348
35223,0.6651801409204534
35303,0.5920311492412418
35345,0.6004452176114764
35422,1.0756608196103963
35464,1.4357463256958967
35545,1.1092524930983136
35581,1.1022936511534065
35662,0.810413027823025
35702,0.8856289253874735
35781,0.6627459546343079
35821,0.5863966350951326
35900,0.5857905394315394
35942,0.5982262629507636
36020,0.6495550246449517
36063,0.7489262683213714
36140,0.5549860943091786
36179,0.5387156932732362
36258,0.5587614914653288
36298,0.5551923683929593
36377,0.4678211705456096
36417,0.46261317956063275
36497,0.5149194919286216
36537,0.5206632686165049
36616,0.5152118067682796
36657,0.5120738304483521
36736,0.5327887129857509
36777,0.5219336585240495
36860,0.5359005172914919
36898,0.5295477972656027
36975,0.5099766904515584
37015,0.5061707882075382
37095,0.2653370586841407
37134,0.23006674085862464
37214,0.2588223130079936
37253,0.2305264966354959
37333,1.6141671249291842
37374,2.1708139805532123
37454,1.6631867159259273
37500,1.539674743636664
37573,2.9444517299474
37627,3.0659056431036085
37691,0.4345857938944918
37732,0.2868521569700367
